NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;CH_CURSO_ANO;FLAG;TITULO;GRAVIDADE;NV;EVIDENCIA;COMO_TRATAMOS
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1128808;Redes De Computadores;Presencial;;;;2023|4153|1128808;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 576 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1128808;Redes De Computadores;Presencial;;;;2023|4153|1128808;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 576 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1128808;Redes De Computadores;Presencial;2611606;Recife;PE;2023|4153|1128808;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Recife aparece neste curso com 0 matrículas por 3 anos seguidos, de 2021 a 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1137927;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|4153|1137927;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 288 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1137927;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|4153|1137927;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 288 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1137927;Análise E Desenvolvimento De Sistemas;Presencial;2611606;Recife;PE;2023|4153|1137927;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Recife aparece neste curso com 0 matrículas por 4 anos seguidos, de 2020 a 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1526359;Análise E Desenvolvimento De Sistemas;EaD;;;;2023|4153|1526359;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 16.964 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1526359;Análise E Desenvolvimento De Sistemas;EaD;;;;2023|4153|1526359;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 61 inscritos, número idêntico ao de ingressantes (61).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1526366;Coding;EaD;;;;2023|4153|1526366;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 17.700 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1526366;Coding;EaD;;;;2023|4153|1526366;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 6 inscritos, número idêntico ao de ingressantes (6).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1526366;Coding;EaD;;;;2023|4153|1526366;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2023, a instituição declarou 17.700 vagas em 4 dos seus 12 cursos de Computação. Este curso declarou 17.700 vagas.;Aparece com aviso em: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536204;Service Design;EaD;;;;2023|4153|1536204;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 17.700 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536204;Service Design;EaD;;;;2023|4153|1536204;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 3 inscritos, número idêntico ao de ingressantes (3).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536204;Service Design;EaD;;;;2023|4153|1536204;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2023, a instituição declarou 17.700 vagas em 4 dos seus 12 cursos de Computação. Este curso declarou 17.700 vagas.;Aparece com aviso em: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536205;Game Design;EaD;;;;2023|4153|1536205;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 17.700 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536205;Game Design;EaD;;;;2023|4153|1536205;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 3 inscritos, número idêntico ao de ingressantes (3).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536205;Game Design;EaD;;;;2023|4153|1536205;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2023, a instituição declarou 17.700 vagas em 4 dos seus 12 cursos de Computação. Este curso declarou 17.700 vagas.;Aparece com aviso em: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536206;Digital Security;EaD;;;;2023|4153|1536206;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 17.668 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536206;Digital Security;EaD;;;;2023|4153|1536206;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 3 inscritos, número idêntico ao de ingressantes (3).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1536206;Digital Security;EaD;5201108;Anápolis;GO;2023|4153|1536206;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Anápolis aparece neste curso com 0 matrículas por 3 anos seguidos, de 2021 a 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1542378;Ciência De Dados;EaD;;;;2023|4153|1542378;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 17.622 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1542378;Ciência De Dados;EaD;;;;2023|4153|1542378;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 2 inscritos, número idêntico ao de ingressantes (2).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1550819;Inteligência Artificial;EaD;;;;2023|4153|1550819;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 17.700 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1550819;Inteligência Artificial;EaD;;;;2023|4153|1550819;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de ingressantes (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1550819;Inteligência Artificial;EaD;;;;2023|4153|1550819;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2023, a instituição declarou 17.700 vagas em 4 dos seus 12 cursos de Computação. Este curso declarou 17.700 vagas.;Aparece com aviso em: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1575648;Computação Em Nuvem;EaD;;;;2023|4153|1575648;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 4.000 vagas.;Fica de fora de: Vagas oferecidas.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1575648;Computação Em Nuvem;EaD;;;;2023|4153|1575648;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 3 inscritos, número idêntico ao de ingressantes (3).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4153;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY;1575649;Experiência Do Usuário E Modelagem De Projetos Inovadores;EaD;;;;2023|4153|1575649;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 17.700 vagas em 4 dos seus 12 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 3.990 vagas.;Fica de fora de: Vagas oferecidas.
2023;4162;Faculdade SENAC Goiás;115197;Gestão Da Tecnologia Da Informação;Presencial;;;;2023|4162|115197;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 1 inscritos, número idêntico ao de vagas (1).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4162;Faculdade SENAC Goiás;5001409;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|4162|5001409;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 96 inscritos, número idêntico ao de ingressantes (96).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4169;Faculdade Estácio de Carapicuíba;1136481;Redes De Computadores;Presencial;;;;2023|4169|1136481;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 762 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1363745;Engenharia De Computação;EaD;3504107;Atibaia;SP;2023|417|1363745;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Atibaia aparece neste curso com 0 matrículas por 4 anos seguidos, de 2021 a 2024.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1445598;Internet Das Coisas;EaD;1600303;Macapá;AP;2023|417|1445598;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Macapá aparece neste curso com 0 matrículas por 4 anos seguidos, de 2021 a 2024.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1445598;Internet Das Coisas;EaD;;;;2023|417|1445598;FL_ROTULO_MUDA_NA_SERIE;Classificação do curso mudou ao longo dos anos;Informação;1;"O INEP classificou este curso assim: 2018 a 2019: Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC); 2020 a 2024: Internet das coisas.";Aparece com aviso em: Distribuição por tipo de curso e Evolução de um mesmo curso.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1468028;Ciência Da Computação;EaD;3518305;Guararema;SP;2023|417|1468028;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Guararema aparece neste curso com 0 matrículas por 4 anos seguidos, de 2020 a 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1468067;Engenharia De Software;EaD;3518404;Guaratinguetá;SP;2023|417|1468067;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Guaratinguetá aparece neste curso com 0 matrículas por 4 anos seguidos, de 2021 a 2024.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1473184;Ciência De Dados;EaD;;;;2023|417|1473184;FL_ROTULO_MUDA_NA_SERIE;Classificação do curso mudou ao longo dos anos;Informação;1;"O INEP classificou este curso assim: 2019: Programas interdisciplinares abrangendo computação e Tecnologias da Informação e Comunicação (TIC); 2020 a 2024: Ciência de dados.";Aparece com aviso em: Distribuição por tipo de curso e Evolução de um mesmo curso.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1599014;Desenvolvimento Mobile;EaD;;;;2023|417|1599014;FL_ROTULO_MUDA_NA_SERIE;Classificação do curso mudou ao longo dos anos;Informação;1;"O INEP classificou este curso assim: 2022 a 2023: Engenharia de software; 2024: Programas abrangendo Computação e Tecnologias da Informação e Comunicação (TIC) em processo de definição da classificação.";Aparece com aviso em: Distribuição por tipo de curso e Evolução de um mesmo curso.
2023;417;UNIVERSIDADE CIDADE DE SÃO PAULO;1651333;Computação Em Nuvem;EaD;;;;2023|417|1651333;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 5 inscritos, número idêntico ao de ingressantes (5).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;420;UNIVERSIDADE DE MARÍLIA;1484093;Engenharia De Computação;EaD;3527405;Lucélia;SP;2023|420|1484093;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Lucélia aparece neste curso com 0 matrículas por 3 anos seguidos, de 2022 a 2024.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;420;UNIVERSIDADE DE MARÍLIA;1625408;Ciência De Dados;EaD;;;;2023|420|1625408;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 126 inscritos, número idêntico ao de ingressantes (126).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;64061;Ciência Da Computação;Presencial;;;;2023|423|64061;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2023;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;64061;Ciência Da Computação;Presencial;;;;2023|423|64061;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2022 o curso tinha 8 matrículas; em 2023, informou 0; o curso não aparece em 2024.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2023;423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;88180;Sistemas De Informação;Presencial;;;;2023|423|88180;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2023;4255;Centro Universitário de Rondônia;1032473;Sistema De Informação;Presencial;;;;2023|4255|1032473;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 25 inscritos, número idêntico ao de ingressantes (25).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;4255;Centro Universitário de Rondônia;58741;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|4255|58741;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 14 inscritos, número idêntico ao de ingressantes (14).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;426;UNIVERSIDADE FRANCISCANA;52665;Ciência Da Computação;Presencial;;;;2023|426|52665;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 31 inscritos, número idêntico ao de ingressantes (31).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;426;UNIVERSIDADE FRANCISCANA;8913;Sistemas De Informação;Presencial;;;;2023|426|8913;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 23 inscritos, número idêntico ao de ingressantes (23).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;1637117;Análise E Desenvolvimento De Sistemas;EaD;;;;2023|43|1637117;FL_INSCRITO_IGUAL;Inscritos iguais às vagas ou aos ingressantes;Atenção;2;Foram informados 150 inscritos, número idêntico ao de vagas (150).;Aparece com aviso em: Inscritos nos processos seletivos.
2023;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;1546056;Análise E Desenvolvimento De Sistemas;EaD;3106200;Belo Horizonte;MG;2023|430|1546056;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Belo Horizonte aparece neste curso com 0 matrículas por 3 anos seguidos, de 2021 a 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;1546056;Análise E Desenvolvimento De Sistemas;EaD;4117008;Nova Fátima;PR;2023|430|1546056;FL_MUN_ZERO_3_ANOS;Município sem nenhuma matrícula há três anos ou mais;Informação;1;Nova Fátima aparece neste curso com 0 matrículas por 3 anos seguidos, de 2022 a 2024.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;1635390;Engenharia De Software;EaD;;;;2023|430|1635390;FL_EAD_DISTRIB_ATIPICA;Matrículas concentradas ou municípios vazios (EaD);Alerta;3;Entre 9 municípios cadastrados, o maior concentra 96% das matrículas (68 de 71).;Fica de fora de: Mapa de matrículas por município e Presença em municípios.
2023;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;1635390;Engenharia De Software;EaD;;;;2023|430|1635390;FL_EAD_MUNICIPIOS_ZERADOS_AMPLA;Municípios cadastrados sem nenhum aluno (EaD);Informação;1;5 dos 9 municípios cadastrados neste curso não têm nenhum aluno em 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;1635706;Ciência De Dados E Inteligência Artificial;EaD;;;;2023|430|1635706;FL_EAD_DISTRIB_ATIPICA;Matrículas concentradas ou municípios vazios (EaD);Alerta;3;Dos 10 municípios cadastrados, 7 (70%) não têm nenhum aluno. Entre 10 municípios cadastrados, o maior concentra 92% das matrículas (23 de 25).;Fica de fora de: Mapa de matrículas por município e Presença em municípios.
2023;430;CENTRO UNIVERSITÁRIO FILADÉLFIA;1635706;Ciência De Dados E Inteligência Artificial;EaD;;;;2023|430|1635706;FL_EAD_MUNICIPIOS_ZERADOS_AMPLA;Municípios cadastrados sem nenhum aluno (EaD);Informação;1;7 dos 10 municípios cadastrados neste curso não têm nenhum aluno em 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;432;FACULDADE PARANAENSE;83702;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|432|83702;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos para 120 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2023;432;FACULDADE PARANAENSE;83702;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|432|83702;FL_MAT_CAI_A_ZERO;Matrículas caíram a zero de um ano para o outro;Alerta;3;"Em 2022 o curso tinha 3 matrículas; em 2023, informou 0; o curso não aparece em 2024.";Fica de fora de: Alunos desvinculados e trancados e Evolução de um mesmo curso. Aparece com aviso em: Matrículas, ingressantes e concluintes ao longo dos anos.
2023;437;UNIVERSIDADE PARANAENSE;102770;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|437|102770;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 505 vagas em 5 dos seus 16 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 175 vagas.;Fica de fora de: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;102889;Análise E Desenvolvimento De Sistemas;Presencial;;;;2023|437|102889;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 505 vagas em 5 dos seus 16 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 141 vagas.;Fica de fora de: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382883;Sistemas De Informação;EaD;;;;2023|437|1382883;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 505 vagas em 5 dos seus 16 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 505 vagas.;Fica de fora de: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382883;Sistemas De Informação;EaD;;;;2023|437|1382883;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2023, a instituição declarou 505 vagas em 5 dos seus 16 cursos de Computação. Este curso declarou 505 vagas.;Aparece com aviso em: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382884;Análise E Desenvolvimento De Sistemas;EaD;;;;2023|437|1382884;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 505 vagas em 5 dos seus 16 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 525 vagas.;Fica de fora de: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382885;Sistemas Para Internet;EaD;;;;2023|437|1382885;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 505 vagas em 5 dos seus 16 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 505 vagas.;Fica de fora de: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382885;Sistemas Para Internet;EaD;;;;2023|437|1382885;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2023, a instituição declarou 505 vagas em 5 dos seus 16 cursos de Computação. Este curso declarou 505 vagas.;Aparece com aviso em: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382885;Sistemas Para Internet;EaD;;;;2023|437|1382885;FL_EAD_MUNICIPIOS_ZERADOS_AMPLA;Municípios cadastrados sem nenhum aluno (EaD);Informação;1;7 dos 14 municípios cadastrados neste curso não têm nenhum aluno em 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;437;UNIVERSIDADE PARANAENSE;1382886;Gestão Da Tecnologia Da Informação;EaD;;;;2023|437|1382886;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 505 vagas em 5 dos seus 16 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 505 vagas.;Fica de fora de: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382886;Gestão Da Tecnologia Da Informação;EaD;;;;2023|437|1382886;FL_VAGAS_REPETIDAS;Mesmo número de vagas em vários cursos;Atenção;2;Em 2023, a instituição declarou 505 vagas em 5 dos seus 16 cursos de Computação. Este curso declarou 505 vagas.;Aparece com aviso em: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1382886;Gestão Da Tecnologia Da Informação;EaD;;;;2023|437|1382886;FL_EAD_MUNICIPIOS_ZERADOS_AMPLA;Municípios cadastrados sem nenhum aluno (EaD);Informação;1;13 dos 25 municípios cadastrados neste curso não têm nenhum aluno em 2023.;Aparece com aviso em: Mapa de matrículas por município e Presença em municípios.
2023;437;UNIVERSIDADE PARANAENSE;1427766;Engenharia De Computação;EaD;;;;2023|437|1427766;FL_INSCRITO_ZERO;Zero inscritos informados;Alerta;3;Foram informados 0 inscritos, 0 vagas e 0 ingressantes.;Fica de fora de: Inscritos nos processos seletivos.
2023;437;UNIVERSIDADE PARANAENSE;1427766;Engenharia De Computação;EaD;;;;2023|437|1427766;FL_VAGAS_IES_ANO_SUSPEITO;Instituição repetiu vagas em vários cursos neste ano;Alerta;3;Em 2023, a instituição repetiu 505 vagas em 5 dos seus 16 cursos de Computação. Por isso as vagas de todos os cursos da instituição nesse ano ficam fora do gráfico de vagas. Este curso declarou 0 vagas.;Fica de fora de: Vagas oferecidas.
2023;437;UNIVERSIDADE PARANAENSE;1427780;Jogos Digitais;EaD;;;;2023|437|1427780;FL_EAD_DISTRIB_ATIPICA;Matrículas concentradas ou municípios vazios (EaD);Alerta;3;Dos 8 municípios cadastrados, 6 (75%) não têm nenhum aluno.;Fica de fora de: Mapa de matrículas por município e Presença em municípios.
